Dates,Price
2015-11-16,80.7434
2015-11-17,80.1493
2015-11-18,81.317
2015-11-19,81.8562
2015-11-20,81.1806
2015-11-23,81.7884
2015-11-24,81.61
2015-11-25,81.5031
2015-11-27,81.7022
2015-11-30,81.2277
2015-12-01,81.9619
2015-12-02,81.2414
2015-12-03,80.9267
2015-12-04,82.5256
2015-12-07,82.2168
2015-12-08,81.8061
2015-12-09,80.9581
2015-12-10,80.7699
2015-12-11,79.8553
2015-12-14,79.9954
2015-12-15,81.1699
2015-12-16,82.5443
2015-12-17,81.8306
2015-12-18,79.9533
2015-12-21,80.5405
2015-12-22,81.5031
2015-12-23,82.1934
2015-12-24,82.112
2015-12-28,82.2258
2015-12-29,82.8483
2015-12-30,82.6021
2015-12-31,81.6042
2016-01-04,80.664
2016-01-05,81.2189
2016-01-06,81.2414
2016-01-07,79.6808
2016-01-08,79.3877
2016-01-11,79.5758
2016-01-12,79.7259
2016-01-13,78.8092
2016-01-14,78.2445
2016-01-15,76.7093
2016-01-19,78.2131
2016-01-20,76.5788
2016-01-21,77.1495
2016-01-22,78.2789
2016-01-25,78.3505
2016-01-26,78.6622
2016-01-27,78.3505
2016-01-28,79.5857
2016-01-29,81.0934
2016-02-01,80.8738
2016-02-02,80.2082
2016-02-03,80.6228
2016-02-04,79.5357
2016-02-05,79.4807
2016-02-08,79.6415
2016-02-09,80.264
2016-02-10,79.7259
2016-02-11,79.1357
2016-02-12,80.4327
2016-02-16,80.5238
2016-02-17,81.3003
2016-02-18,81.3591
2016-02-19,81.3267
2016-02-22,81.561
2016-02-23,81.2904
2016-02-24,81.4041
2016-02-25,82.2168
2016-02-26,80.3297
2016-02-29,79.8886
2016-03-01,80.9267
2016-03-02,80.8748
2016-03-03,81.56
2016-03-04,82.2492
2016-03-07,81.6346
2016-03-08,82.0365
2016-03-09,82.4169
2016-03-10,82.8924
2016-03-11,83.3266
2016-03-14,82.7855
2016-03-15,83.2012
2016-03-16,82.9346
2016-03-17,83.7835
2016-03-18,83.3109
2016-03-21,83.512
2016-03-22,82.8845
2016-03-23,82.9189
2016-03-24,82.809
2016-03-28,83.062
2016-03-29,83.3776
2016-03-30,84.4707
2016-03-31,84.2982
2016-04-01,85.3619
2016-04-04,85.3971
2016-04-05,84.7913
2016-04-06,85.4824
2016-04-07,85.2109
2016-04-08,86.4275
2016-04-11,85.7854
2016-04-12,86.2794
2016-04-13,85.648
2016-04-14,84.8443
2016-04-15,85.355
2016-04-18,85.3148
2016-04-19,85.8021
2016-04-20,84.2649
2016-04-21,83.0707
2016-04-22,83.8766
2016-04-25,84.5531
2016-04-26,84.4001
2016-04-27,84.4167
2016-04-28,84.6893
2016-04-29,84.6796
2016-05-02,85.0667
2016-05-03,85.1776
2016-05-04,85.5706
2016-05-05,85.7079
2016-05-06,86.3235
2016-05-09,86.6
2016-05-10,87.6539
2016-05-11,86.9579
2016-05-12,87.2628
2016-05-13,85.6981
